order_id,order_date,order_time,store_id,product_id,brand_name,total_amount
57,10-04-2026,18:05:54,ST1076,182540,Plum,131.53
58,10-04-2026,20:55:15,ST1076,135924,Foxtale,912.4
59,10-04-2026,19:15:37,ST1076,162855,Mamaearth,1415.26
60,10-04-2026,16:42:37,ST1076,120836,Juicy Chemistry,947.72
61,10-04-2026,14:13:42,ST1076,374088,Aqualogica,508.05
62,10-04-2026,12:42:41,ST1076,225140,Swiss Beauty,434.41
63,10-04-2026,11:00:29,ST1076,339717,COSRX,507.77
64,10-04-2026,11:34:13,ST1076,395170,Juicy Chemistry,1494.34
65,10-04-2026,15:56:04,ST1076,239041,Plum,241.19
66,10-04-2026,17:53:34,ST1076,293738,GUBB,462.52
67,10-04-2026,20:33:00,ST1076,420695,COSRX,1476.57
68,10-04-2026,11:56:08,ST1076,256960,The Derma Co,1400.98
69,10-04-2026,21:35:09,ST1076,160517,Carmesi,1339.97
70,10-04-2026,21:21:13,ST1076,247721,Carmesi,926.61
71,10-04-2026,10:05:40,ST1076,364979,Carmesi,757.86
72,10-04-2026,10:21:49,ST1076,534817,Minimalist,450.46
73,10-04-2026,12:47:28,ST1076,434030,Good Vibes,1470.69
74,10-04-2026,10:07:04,ST1076,469972,The Derma Co,669.57
75,10-04-2026,15:37:35,ST1076,386046,Good Vibes,101.28
76,10-04-2026,14:23:57,ST1076,325332,Good Vibes,233.92
77,10-04-2026,20:15:42,ST1076,571295,Maybelline,568.18
78,10-04-2026,16:39:47,ST1076,285429,NY Bae,1180.95
79,10-04-2026,12:51:51,ST1076,585366,Good Vibes,1398.26
80,10-04-2026,12:47:59,ST1076,562115,Foxtale,647.24
81,10-04-2026,20:55:47,ST1076,510195,Swiss Beauty,1399.61
82,10-04-2026,21:06:24,ST1076,239883,GUBB,280.0
83,10-04-2026,13:52:58,ST1076,550150,Maybelline,731.97
84,10-04-2026,13:14:01,ST1076,283321,Cetaphil,491.83
85,10-04-2026,11:49:17,ST1076,308910,DERMDOC,525.31
86,10-04-2026,20:53:34,ST1076,436321,Bare Anatomy,788.15
87,10-04-2026,14:11:37,ST1076,592430,Swiss Beauty,89.05
88,10-04-2026,16:22:46,ST1076,120057,Carmesi,206.29
89,10-04-2026,18:07:24,ST1076,328796,Swiss Beauty,928.61
90,10-04-2026,21:27:00,ST1076,199656,Aqualogica,418.6
91,10-04-2026,20:46:47,ST1076,585267,Plum,1219.25
92,10-04-2026,20:58:21,ST1076,290956,DERMDOC,674.81
93,10-04-2026,11:46:57,ST1076,264582,Juicy Chemistry,1011.58
94,10-04-2026,16:20:25,ST1076,365878,COSRX,497.77
95,10-04-2026,16:42:24,ST1076,390671,COSRX,233.69
96,10-04-2026,16:35:53,ST1076,422707,Foxtale,874.77
97,10-04-2026,16:50:37,ST1076,259317,Faces Canada,465.31
98,10-04-2026,17:28:43,ST1076,443254,Juicy Chemistry,516.58
99,10-04-2026,21:10:42,ST1076,368002,DERMDOC,735.59
100,10-04-2026,20:39:21,ST1076,248785,Lakme,796.92
101,10-04-2026,13:43:19,ST1076,529089,Lakme,1430.35
102,10-04-2026,10:02:15,ST1076,522871,GUBB,337.94
103,10-04-2026,11:29:26,ST1076,420483,Dot & Key,1281.97
104,10-04-2026,16:31:25,ST1076,201940,Aqualogica,1091.32
105,10-04-2026,10:57:48,ST1076,177369,GUBB,1000.94
106,10-04-2026,12:51:44,ST1076,508116,NY Bae,665.89
107,10-04-2026,13:58:54,ST1076,343557,Plum,121.87
108,10-04-2026,17:42:33,ST1076,339317,NY Bae,242.48
109,10-04-2026,17:39:52,ST1076,412188,The Derma Co,509.4
110,10-04-2026,18:28:57,ST1076,323735,Plum,1254.16
111,10-04-2026,17:16:48,ST1076,489889,Foxtale,1299.03
112,10-04-2026,18:31:40,ST1076,540330,GUBB,974.25
113,10-04-2026,21:18:15,ST1076,243968,GUBB,687.26
114,10-04-2026,18:05:08,ST1076,276080,Carmesi,512.9
115,10-04-2026,12:45:13,ST1076,221247,Good Vibes,604.78
116,10-04-2026,18:29:26,ST1076,317510,Lakme,640.43
117,10-04-2026,16:57:49,ST1076,208440,Maybelline,1257.53
118,10-04-2026,19:24:30,ST1076,596008,Aqualogica,1058.2
119,10-04-2026,16:54:57,ST1076,594268,Faces Canada,559.4
120,10-04-2026,18:51:38,ST1076,382182,Minimalist,1133.65
121,10-04-2026,16:31:01,ST1076,355972,GUBB,367.38
122,10-04-2026,16:46:10,ST1076,276228,Mamaearth,1019.54
123,10-04-2026,19:34:01,ST1076,582104,Cetaphil,234.19
124,10-04-2026,10:05:41,ST1076,410322,Mamaearth,867.93
125,10-04-2026,12:03:16,ST1076,171145,Minimalist,1306.8
126,10-04-2026,15:21:48,ST1076,271627,Mamaearth,356.12
127,10-04-2026,16:16:53,ST1076,245886,Mamaearth,1140.17
128,10-04-2026,18:03:22,ST1076,346576,Lakme,77.13
129,10-04-2026,20:02:48,ST1076,440862,GUBB,148.57
130,10-04-2026,10:39:09,ST1076,597870,Faces Canada,407.81
131,10-04-2026,11:36:13,ST1076,166176,GUBB,736.14
132,10-04-2026,15:10:38,ST1076,466721,Cetaphil,420.81
133,10-04-2026,12:19:06,ST1076,492128,Juicy Chemistry,1091.34
134,10-04-2026,19:43:58,ST1076,113462,Aqualogica,1396.82
135,10-04-2026,13:04:37,ST1076,307961,Mamaearth,1415.07
136,10-04-2026,14:54:43,ST1076,153425,GUBB,1060.63
137,10-04-2026,19:50:02,ST1076,522328,Juicy Chemistry,224.65
138,10-04-2026,15:04:32,ST1076,379311,Bare Anatomy,670.58
139,10-04-2026,17:06:27,ST1076,106633,Swiss Beauty,1281.73
140,10-04-2026,17:45:09,ST1076,433229,Bare Anatomy,1342.68
141,10-04-2026,20:17:39,ST1076,192346,Minimalist,1113.74
142,10-04-2026,16:52:46,ST1076,506135,The Derma Co,750.55
143,10-04-2026,13:53:59,ST1076,240716,Aqualogica,516.66
144,10-04-2026,13:48:29,ST1076,246238,Lakme,1328.25
145,10-04-2026,15:01:31,ST1076,419989,Aqualogica,1018.54
146,10-04-2026,15:51:16,ST1076,195336,Swiss Beauty,756.43
147,10-04-2026,21:56:17,ST1076,246621,Swiss Beauty,1326.34
148,10-04-2026,13:05:15,ST1076,105322,The Derma Co,798.63
149,10-04-2026,13:44:30,ST1076,356155,Minimalist,854.56
150,10-04-2026,11:18:14,ST1076,334972,Dot & Key,1199.55
151,10-04-2026,20:37:23,ST1077,462695,Mamaearth,402.04
152,10-04-2026,16:47:35,ST1077,390179,Dot & Key,819.37
153,10-04-2026,14:19:16,ST1077,284450,Swiss Beauty,1068.84
154,10-04-2026,15:07:47,ST1077,163258,GUBB,1095.58
155,10-04-2026,12:12:13,ST1077,598533,The Derma Co,1154.94
156,10-04-2026,18:38:18,ST1077,244965,Dot & Key,1100.37
157,10-04-2026,13:23:11,ST1077,536537,NY Bae,330.66
158,10-04-2026,12:17:02,ST1077,107417,COSRX,1076.33
159,10-04-2026,12:40:55,ST1077,390119,Maybelline,472.89
160,10-04-2026,19:18:30,ST1077,153785,Dot & Key,1315.32
161,10-04-2026,10:16:55,ST1077,330932,Dot & Key,543.36
162,10-04-2026,16:31:04,ST1077,159814,Dot & Key,1241.89
163,10-04-2026,12:09:51,ST1077,430010,Aqualogica,1045.04
164,10-04-2026,13:07:35,ST1077,597615,Aqualogica,489.87
165,10-04-2026,19:14:49,ST1077,417885,Minimalist,913.98
166,10-04-2026,17:19:55,ST1077,299427,Plum,702.7
167,10-04-2026,19:03:39,ST1077,324830,Aqualogica,492.11
168,10-04-2026,20:13:16,ST1077,596810,NY Bae,1155.73
169,10-04-2026,18:04:10,ST1077,182343,Lakme,397.04
170,10-04-2026,19:30:18,ST1077,314180,Faces Canada,702.68
171,10-04-2026,14:44:55,ST1077,221360,Maybelline,467.04
172,10-04-2026,14:50:50,ST1077,137318,Cetaphil,1046.4
173,10-04-2026,13:27:07,ST1077,446650,Aqualogica,1215.47
174,10-04-2026,14:52:09,ST1077,217864,The Derma Co,988.72
175,10-04-2026,14:38:47,ST1077,131267,Lakme,289.75
176,10-04-2026,11:29:44,ST1077,582970,Aqualogica,467.77
177,10-04-2026,14:32:34,ST1077,466861,COSRX,633.04
178,10-04-2026,10:56:27,ST1077,329511,Dot & Key,165.72
179,10-04-2026,11:14:43,ST1077,416519,Swiss Beauty,412.28
180,10-04-2026,20:52:17,ST1077,407821,Aqualogica,1428.59
181,10-04-2026,12:30:33,ST1077,121092,Aqualogica,1156.27
182,10-04-2026,19:27:40,ST1077,580285,Cetaphil,452.61
183,10-04-2026,16:21:20,ST1077,147837,Dot & Key,730.99
184,10-04-2026,16:44:31,ST1077,549699,NY Bae,282.36
185,10-04-2026,18:02:29,ST1077,447384,COSRX,1420.48
186,10-04-2026,11:49:25,ST1077,264897,Lakme,415.23
187,10-04-2026,20:55:34,ST1077,532499,Plum,1482.76
188,10-04-2026,18:23:39,ST1077,316660,Cetaphil,127.65
189,10-04-2026,10:13:17,ST1077,427894,Dot & Key,690.4
190,10-04-2026,17:56:44,ST1077,168688,The Derma Co,1395.05
191,10-04-2026,20:38:51,ST1077,163662,Dot & Key,90.89
192,10-04-2026,18:00:35,ST1077,472130,GUBB,278.81
193,10-04-2026,11:29:07,ST1077,148868,Minimalist,375.04
194,10-04-2026,14:32:45,ST1077,361292,Good Vibes,1402.28
195,10-04-2026,17:15:29,ST1077,317836,Carmesi,1260.18
196,10-04-2026,19:32:47,ST1077,175834,The Derma Co,605.58
197,10-04-2026,16:21:59,ST1077,552998,Good Vibes,150.29
198,10-04-2026,14:46:19,ST1077,240075,Plum,1239.62
199,10-04-2026,17:55:09,ST1077,404046,Aqualogica,1498.41
200,10-04-2026,15:35:48,ST1077,382371,Cetaphil,751.78
201,10-04-2026,15:55:12,ST1077,297766,The Derma Co,709.71
202,10-04-2026,16:02:20,ST1077,399786,GUBB,604.69
203,10-04-2026,16:24:42,ST1077,469742,Dot & Key,1374.39
204,10-04-2026,12:32:37,ST1077,359694,Good Vibes,1448.96
205,10-04-2026,17:06:33,ST1077,555973,Swiss Beauty,194.63
206,10-04-2026,16:55:41,ST1077,108046,Cetaphil,1097.27
207,10-04-2026,14:21:39,ST1077,139231,Good Vibes,730.23
208,10-04-2026,15:54:43,ST1077,440701,Mamaearth,165.54
209,10-04-2026,20:45:56,ST1077,299234,The Derma Co,1433.46
210,10-04-2026,19:04:15,ST1077,557379,Dot & Key,834.01
211,10-04-2026,16:06:48,ST1077,219268,COSRX,1132.56
212,10-04-2026,14:57:01,ST1077,332615,NY Bae,290.4
213,10-04-2026,14:22:23,ST1077,270065,Maybelline,1204.2
214,10-04-2026,16:36:43,ST1077,176320,Minimalist,403.33
215,10-04-2026,19:55:24,ST1077,189120,Foxtale,303.03
216,10-04-2026,19:09:14,ST1077,458159,Juicy Chemistry,398.44
217,10-04-2026,14:42:00,ST1077,434445,Cetaphil,417.52
218,10-04-2026,18:10:04,ST1077,572493,Cetaphil,466.35
219,10-04-2026,19:19:40,ST1077,595575,Cetaphil,550.42
220,10-04-2026,14:12:24,ST1077,461923,Minimalist,411.89
221,10-04-2026,19:22:36,ST1077,155917,Dot & Key,393.19
222,10-04-2026,20:25:17,ST1077,466623,COSRX,477.38
223,10-04-2026,21:03:58,ST1077,396709,Faces Canada,1304.21
224,10-04-2026,14:49:51,ST1077,490684,Juicy Chemistry,769.75
225,10-04-2026,13:40:12,ST1077,418276,GUBB,1212.6
226,10-04-2026,21:49:42,ST1077,231400,Juicy Chemistry,1032.44
227,10-04-2026,20:41:02,ST1077,429382,Good Vibes,189.98
228,10-04-2026,19:23:46,ST1077,513459,COSRX,688.63
229,10-04-2026,15:47:26,ST1077,147255,Good Vibes,1368.87
230,10-04-2026,18:56:23,ST1077,205274,Foxtale,240.76
231,10-04-2026,12:16:58,ST1077,363084,Plum,1374.47
232,10-04-2026,15:51:07,ST1077,522832,Dot & Key,477.25
233,10-04-2026,13:55:43,ST1077,139478,Cetaphil,253.24
234,10-04-2026,15:05:50,ST1077,543413,Mamaearth,1216.46
235,10-04-2026,11:29:23,ST1077,107297,Mamaearth,432.73
236,10-04-2026,20:23:06,ST1077,406477,Carmesi,601.87
237,10-04-2026,18:20:58,ST1077,347189,GUBB,85.31
238,10-04-2026,20:52:29,ST1077,216060,Juicy Chemistry,988.74
239,10-04-2026,12:02:02,ST1077,440388,COSRX,641.44
240,10-04-2026,13:56:34,ST1077,358277,COSRX,217.49
241,10-04-2026,20:47:44,ST1077,303762,Good Vibes,707.24
242,10-04-2026,21:09:56,ST1077,319743,The Derma Co,901.23
243,10-04-2026,17:39:26,ST1077,443367,Minimalist,192.68
244,10-04-2026,13:28:28,ST1077,117152,Carmesi,1050.6
245,10-04-2026,20:23:34,ST1077,548502,GUBB,575.26
246,10-04-2026,13:07:54,ST1077,131745,Bare Anatomy,626.7
247,10-04-2026,20:40:38,ST1077,148063,Cetaphil,1010.68
248,10-04-2026,13:08:50,ST1077,126517,Faces Canada,1190.64
249,10-04-2026,18:13:37,ST1077,207586,Aqualogica,148.55
250,10-04-2026,15:49:09,ST1077,526273,DERMDOC,1310.93
251,10-04-2026,12:08:34,ST1077,101486,Juicy Chemistry,451.33
252,10-04-2026,20:55:01,ST1077,518651,Carmesi,302.2
253,10-04-2026,13:37:20,ST1077,107791,Good Vibes,568.81
254,10-04-2026,12:47:26,ST1077,191355,Faces Canada,434.05
255,10-04-2026,17:28:49,ST1077,159584,Plum,1130.96
256,10-04-2026,17:32:14,ST1077,369084,Bare Anatomy,910.41
257,10-04-2026,20:33:19,ST1077,122735,Juicy Chemistry,1104.23
258,10-04-2026,10:30:54,ST1077,437295,Cetaphil,1447.8
259,10-04-2026,17:45:58,ST1077,323490,Mamaearth,1044.53
260,10-04-2026,15:38:09,ST1077,138530,Cetaphil,1353.84
261,10-04-2026,20:37:35,ST1077,166160,Lakme,448.05
262,10-04-2026,18:18:29,ST1077,299703,Swiss Beauty,1492.2
263,10-04-2026,21:07:54,ST1077,417418,Plum,673.22
264,10-04-2026,16:28:56,ST1077,477927,The Derma Co,1304.83
265,10-04-2026,17:25:26,ST1077,316957,GUBB,540.79
266,10-04-2026,20:16:23,ST1077,263865,NY Bae,668.23
267,10-04-2026,11:05:53,ST1077,460092,Good Vibes,1388.25
268,10-04-2026,21:47:23,ST1077,148879,Lakme,675.65
269,10-04-2026,18:35:21,ST1077,391698,Good Vibes,136.03
270,10-04-2026,20:48:27,ST1077,315382,NY Bae,562.07
271,10-04-2026,15:06:36,ST1077,250800,Maybelline,920.2
272,10-04-2026,17:14:54,ST1077,211536,Plum,273.51
273,10-04-2026,15:07:48,ST1077,283560,NY Bae,1275.64
274,10-04-2026,16:54:35,ST1077,400993,Carmesi,377.16
275,10-04-2026,18:01:38,ST1077,421689,Juicy Chemistry,1028.39
276,10-04-2026,21:48:19,ST1077,115179,Carmesi,310.78
277,10-04-2026,12:36:42,ST1077,284037,Swiss Beauty,57.86
278,10-04-2026,20:01:05,ST1077,136482,Mamaearth,254.86
279,10-04-2026,17:21:10,ST1077,212791,Plum,594.86
280,10-04-2026,19:38:05,ST1077,263387,Bare Anatomy,1096.04
281,10-04-2026,19:03:43,ST1077,181568,Maybelline,277.4
282,10-04-2026,16:31:38,ST1077,242660,Lakme,691.96
283,10-04-2026,18:07:22,ST1077,317151,Cetaphil,445.37
284,10-04-2026,20:37:31,ST1077,158138,Minimalist,459.99
285,10-04-2026,13:25:38,ST1077,449769,Plum,496.52
286,10-04-2026,13:49:08,ST1077,104030,Maybelline,345.62
287,10-04-2026,10:31:47,ST1077,251753,Carmesi,525.11
288,10-04-2026,18:45:14,ST1077,192114,Minimalist,236.45
289,10-04-2026,15:04:25,ST1077,392932,Plum,1258.2
290,10-04-2026,11:55:20,ST1077,328704,Maybelline,76.19
291,10-04-2026,21:40:26,ST1077,325068,Aqualogica,881.0
292,10-04-2026,15:10:51,ST1077,160384,COSRX,636.7
293,10-04-2026,15:05:27,ST1077,341223,Juicy Chemistry,1256.27
294,10-04-2026,16:33:05,ST1077,227567,NY Bae,681.17
295,10-04-2026,15:14:21,ST1077,556405,Mamaearth,499.21
296,10-04-2026,11:33:32,ST1077,140044,Foxtale,789.71
297,10-04-2026,15:46:52,ST1077,574964,DERMDOC,1175.31
298,10-04-2026,14:12:11,ST1077,223872,Good Vibes,198.17
299,10-04-2026,20:04:11,ST1077,180147,Juicy Chemistry,1152.07
300,10-04-2026,19:28:43,ST1077,343245,Dot & Key,1143.7
